road_name,neighborhood,diagnosis_date,latitude,longitude,administrative_area_code,year,cases
國安街,國安里,2015/10/11,23.026,120.187,67000350,104,1
中山南路,五王里,2015/10/11,23.014,120.233,67000310,104,2
中山十街,南興里,2015/10/11,22.97,120.275,67000280,104,1
富強街,玉井里,2015/10/11,23.125,120.462,67000230,104,3
東寧路,東明里,2015/10/11,22.991,120.226,67000320,104,1
北園街,元寶里,2015/10/12,23.012,120.223,67000340,104,15
小崙里,小崙里,2015/10/12,23.049,120.48,67000250,104,1
中山路,香洋里,2015/10/12,22.96,120.327,67000290,104,1
中正路,水林里,2015/10/12,23.234,120.352,67000090,104,1
民權八街,南保里,2015/10/12,23.191,120.19,67000280,104,1
中正路,太子里,2015/10/12,22.988,120.258,67000270,104,1
十份里,十份里,2015/10/12,23.094,120.099,67000150,104,1
崇善路,崇善里,2015/10/12,22.974,120.229,67000320,104,4
義合里,義合里,2015/10/12,23.101,120.142,67000150,104,1
永福街,新和里,2015/10/12,23.074,120.295,67000200,104,1
永中街,永康里,2015/10/12,23.024,120.257,67000310,104,1
大灣路,北灣里,2015/10/12,22.995,120.228,67000310,104,5
崇善八街,崇善里,2015/10/12,22.991,120.636,67000320,104,1
文賢一路,文成里,2015/10/12,23.004,120.196,67000340,104,4
北汕尾二路,鹿耳里,2015/10/12,23.036,120.128,67000350,104,2
衛國街,龍山里,2015/10/12,22.986,120.219,67000320,104,1
大廟六街,大廟里,2015/10/12,22.998,120.28,67000280,104,1
忠明街,水仙里,2015/10/12,22.996,120.197,67000370,104,2
育德三街,成德里,2015/10/12,23.019,120.201,67000340,104,1
海環街,海西里,2015/10/12,23.041,120.18,67000350,104,1
東安路,東明里,2015/10/12,22.992,120.227,67000320,104,1
長溪路,總頭里,2015/10/12,23.054,120.203,67000350,104,2
龍中街,龍潭里,2015/10/12,23.03,120.265,67000310,104,1
大同街,大埕里,2015/10/12,23.185,120.247,67000070,104,1
頂安街,頂安里,2015/10/12,23.044,120.215,67000350,104,1
八德街,仁得里,2015/10/12,23.228,120.176,67000130,104,1
大安街,大灣里,2015/10/12,23.009,120.266,67000310,104,1
文化路,網寮里,2015/10/12,23.015,120.253,67000310,104,1
正義路,仁義里,2015/10/12,22.972,120.258,67000270,104,1
慶中街,法華里,2015/10/12,22.978,120.212,67000370,104,5
佳南路,建南里,2015/10/12,23.149,120.179,67000120,104,1
環湖里,環湖里,2015/10/12,23.154,120.406,67000110,104,1
康樂街,三合里,2015/10/12,23.041,120.191,67000370,104,8
南安里,南安里,2015/10/12,23.1,120.225,67000210,104,1
四維街,甲東里,2015/10/13,23.233,120.355,67000090,104,1
德善路,後壁里,2015/10/13,22.949,120.255,67000270,104,1
富農街,南聖里,2015/10/13,22.982,120.235,67000320,104,5
崇明路,忠孝里,2015/10/13,22.978,120.22,67000320,104,11
中華路,玉田里,2015/10/13,23.121,120.466,67000230,104,4
體育路,竹溪里,2015/10/13,22.979,120.207,67000330,104,3
和平北街,歸仁里,2015/10/13,22.968,120.296,67000280,104,3
民族路,大灣里,2015/10/13,23.005,120.27,67000310,104,2
西華街,公園里,2015/10/13,23.026,120.192,67000340,104,6
崇德二街,德光里,2015/10/13,22.981,120.22,67000320,104,1
安和路,安慶里,2015/10/13,23.038,120.214,67000350,104,1
太子路,太子里,2015/10/13,22.991,120.261,67000270,104,1
安明路,學東里,2015/10/13,23.075,120.135,67000350,104,1
安生街,新順里,2015/10/13,23.045,120.215,67000350,104,2
大同街,新興里,2015/10/13,23.237,120.264,67000080,104,1
南園街,力行里,2015/10/13,23.008,120.225,67000340,104,39
仁南路,文南里,2015/10/13,22.956,120.188,67000330,104,1
樹林街,大同里,2015/10/13,22.986,120.203,67000320,104,29
安定里,安定里,2015/10/13,23.119,120.236,67000210,104,3
新孝路,彰南里,2015/10/13,22.978,120.181,67000330,104,3
大灣路,崑山里,2015/10/13,22.999,120.255,67000310,104,1
裕農路,後甲里,2015/10/13,22.99,120.235,67000320,104,1
永華路,育平里,2015/10/13,22.992,120.167,67000360,104,3
鯤鯓路,鯤鯓里,2015/10/13,22.959,120.176,67000330,104,2
中華西街,大橋里,2015/10/13,23.015,120.226,67000310,104,20
三舍里,三舍里,2015/10/13,23.093,120.296,67000200,104,2
運河路,金城里,2015/10/13,22.997,120.158,67000360,104,1
中正二街,辜厝里,2015/10/13,22.966,120.293,67000280,104,2
公園路,許厝里,2015/10/13,22.965,120.298,67000280,104,1
民安里,民安里,2015/10/14,23.162,120.188,67000120,104,1
竹園一街,烏竹里,2015/10/14,23.04,120.262,67000310,104,1
復華八街,復華里,2015/10/14,23.015,120.246,67000310,104,3
建國里,建國里,2015/10/14,22.999,120.249,67000310,104,1
忠義路,大南里,2015/10/14,22.984,120.202,67000370,104,1
國華街,復國里,2015/10/14,23.014,120.247,67000310,104,3
知義里,知義里,2015/10/14,23.019,120.335,67000180,104,7
中正南路,甲頂里,2015/10/14,23.03,120.225,67000310,104,6
海佃路,安富里,2015/10/14,23.025,120.191,67000350,104,24
建業街,郡王里,2015/10/14,22.988,120.206,67000370,104,1
榮譽街,忠孝里,2015/10/14,22.976,120.219,67000320,104,5
保華路,成功里,2015/10/14,22.959,120.228,67000270,104,4
中山南路,六合里,2015/10/14,23.013,120.228,67000310,104,8
開元路,中樓里,2015/10/14,23.008,120.221,67000340,104,20
大坑里,大坑里,2015/10/15,23.009,120.385,67000180,104,3
明興路,喜東里,2015/10/15,22.944,120.183,67000330,104,4
前鋒路,成大里,2015/10/15,22.998,120.214,67000320,104,1
新興街,慶安里,2015/10/15,23.12,120.202,67000140,104,1
新建路,彰南里,2015/10/15,22.972,120.185,67000330,104,3
中山路,仁德里,2015/10/15,22.973,120.246,67000270,104,4
油車里,油車里,2015/10/15,23.194,120.244,67000070,104,1
裕農路,東聖里,2015/10/15,22.989,120.235,67000320,104,10
崇明13街,崇德里,2015/10/15,22.974,120.225,67000320,104,6
中山路,仁義里,2015/10/15,22.971,120.261,67000270,104,3
海尾路,海東里,2015/10/15,23.038,120.187,67000350,104,1
仁里街,仁里里,2015/10/15,23.225,120.258,67000080,104,1
仁愛六街,許厝里,2015/10/15,22.967,120.3,67000280,104,4
和平南街,許厝里,2015/10/15,22.965,120.296,67000280,104,1
安平路,西門里,2015/10/15,23.0,120.159,67000360,104,1
成功路,建南里,2015/10/15,23.149,120.173,67000120,104,1
文平路,怡平里,2015/10/15,22.994,120.179,67000360,104,3
大和路,大和里,2015/10/15,23.015,120.189,67000340,104,1
永福街,新和里,2015/10/15,23.075,120.293,67000200,104,2
大成路,崙頂里,2015/10/15,22.961,120.297,67000280,104,1
永就里,永就里,2015/10/15,23.061,120.302,67000200,104,1
民生路,安海里,2015/10/15,22.997,120.191,67000370,104,5
信義北街,歸仁區,2015/10/16,22.968,120.298,67000280,104,1
裕忠二路,復興里,2015/10/16,22.98,120.241,67000320,104,1
永華十一街,億載里,2015/10/16,22.992,120.162,67000360,104,1
正南一街,尚頂里,2015/10/16,23.025,120.227,67000310,104,1
海寮里,海寮里,2015/10/16,23.098,120.211,67000210,104,1
大埕里,大埕里,2015/10/16,23.14,120.139,67000150,104,1
仁愛街,新市里,2015/10/16,23.078,120.294,67000200,104,1
東成街,虎尾里,2015/10/16,22.98,120.235,67000320,104,7
光明街,東區,2015/10/16,22.924,120.274,67000320,104,1
國安街,海南里,2015/10/16,23.019,120.179,67000350,104,1
大同路,東區,2015/10/16,22.981,120.213,67000320,104,6
文化8街,南保里,2015/10/16,22.971,120.285,67000280,104,1
中山南路,永康里,2015/10/16,23.022,120.25,67000310,104,2
崇道路,崇成里,2015/10/16,22.972,120.227,67000320,104,3
西庄里,西庄里,2015/10/16,23.188,120.295,67000100,104,1
上崙街,上崙里,2015/10/16,22.941,120.254,67000270,104,1
安北路,海頭里,2015/10/16,23.003,120.163,67000360,104,1
興中路,保安里,2015/10/16,23.184,120.25,67000070,104,1
青砂街,砂崙里,2015/10/17,23.075,120.121,67000350,104,2
永康街,永康里,2015/10/17,23.023,120.259,67000310,104,1
大港街,大和里,2015/10/17,23.014,120.192,67000340,104,3
大寮里,大寮里,2015/10/17,23.149,120.15,67000150,104,3
興南街,松安里,2015/10/17,22.921,120.181,67000330,104,1
中正北路,鹽行里,2015/10/17,23.044,120.26,67000310,104,1
育平三街,育平里,2015/10/17,22.988,120.165,67000360,104,1
崇德十一街,崇德里,2015/10/17,22.973,120.228,67000320,104,1
延平路,六安里,2015/10/17,23.169,120.179,67000120,104,1
中正路,六甲里,2015/10/17,23.227,120.351,67000090,104,1
大同路,仁愛里,2015/10/17,22.952,120.218,67000270,104,1
尚頂路,尚頂里,2015/10/17,23.029,120.229,67000310,104,1
樹林街,郡王里,2015/10/18,22.986,120.208,67000370,104,3
建平一街,文平里,2015/10/18,22.984,120.178,67000350,104,2
永大路,永康里,2015/10/18,23.021,120.262,67000310,104,2
仁愛街,鹽洲里,2015/10/18,23.047,120.241,67000310,104,1
大廟一街,大廟里,2015/10/18,22.995,120.276,67000280,104,1
勝華街,勝利里,2015/10/18,23.007,120.233,67000310,104,4
渡頭里,渡頭里,2015/10/18,23.168,120.34,67000100,104,1
中興路,東榮里,2015/10/18,23.029,120.321,67000180,104,2
民主街,玉田里,2015/10/18,23.124,120.464,67000230,104,1
光華路,光文里,2015/10/18,23.135,120.303,67000190,104,1
西港里,西港里,2015/10/18,23.121,120.202,67000140,104,1
仁和路,德高里,2015/10/18,22.968,120.235,67000320,104,3
中正16街,歸南里,2015/10/19,22.959,120.285,67000280,104,1
銘傳街,新和里,2015/10/19,23.074,120.291,67000200,104,1
大成路,玉井里,2015/10/19,23.127,120.469,67000230,104,1
大富街,香洋里,2015/10/19,22.958,120.327,67000290,104,1
南寧街,進學里,2015/10/19,22.985,120.201,67000370,104,1
永忠路,永康里,2015/10/19,23.019,120.261,67000310,104,1
崇明16街,崇成里,2015/10/19,22.971,120.226,67000320,104,2
東興里,東興里,2015/10/19,23.001,120.226,67000340,104,1
花園三街,北花里,2015/10/19,22.969,120.346,67000290,104,1
中正南路,尚頂里,2015/10/19,23.028,120.223,67000310,104,1
富強二街,富強里,2015/10/20,120.229,22.982,67000320,104,1
東豐路,重興里,2015/10/20,120.226,23.002,67000340,104,2
崇信街,崇信里,2015/10/20,120.227,22.981,67000320,104,3
東門路,富強里,2015/10/20,120.227,22.983,67000320,104,5
東興路,東明里,2015/10/20,120.229,22.991,67000320,104,1
新興街,六合里,2015/10/20,120.229,23.012,67000310,104,2
裕豐街,新東里,2015/10/20,120.227,22.987,67000320,104,5
富強路,西勢里,2015/10/20,120.274,23.017,67000310,104,1
北門路,萬昌里,2015/10/20,120.211,22.99,67000370,104,1
大橋一街,安康里,2015/10/20,120.227,23.017,67000310,104,1
中華東路,崇信里,2015/10/20,120.228,22.98,67000320,104,4
怡東路,東明里,2015/10/20,120.228,22.992,67000320,104,2
小北路,國姓里,2015/10/20,120.21,23.008,67000340,104,2
公園路,興北里,2015/10/20,120.21,23.006,67000340,104,2
仁和路,和平里,2015/10/20,120.23,22.977,67000320,104,10
東門路,富裕里,2015/10/20,120.226,22.984,67000320,104,4
北成路,成功里,2015/10/20,120.209,23.019,67000340,104,1
崇善5街,崇善里,2015/10/20,120.23,22.974,67000320,104,1
自強路,烏竹里,2015/10/20,120.263,23.037,67000310,104,1
南紙街,南紙里,2015/10/20,120.294,23.299,67000010,104,1
大同里,大同里,2015/10/20,120.212,22.985,67000320,104,1
布袋里,布袋里,2015/10/20,120.344,22.92,67000290,104,1
北門路,大道里,2015/10/20,120.216,23.01,67000340,104,1
正新路,協興里,2015/10/20,120.303,23.039,67000180,104,1
開元路,中樓里,2015/10/20,120.217,23.006,67000340,104,1
公園路,許厝里,2015/10/20,120.298,22.965,67000280,104,1
崙頂里,崙頂里,2015/10/20,120.296,22.96,67000280,104,1
開元路,勝安里,2015/10/20,120.218,23.007,67000340,104,1
安和路,州南里,2015/10/20,120.219,23.059,67000350,104,1
府東街,泉南里,2015/10/20,120.216,22.987,67000320,104,4
中華西路,文南里,2015/10/20,120.186,22.984,67000330,104,1
大同路,大恩里,2015/10/20,120.216,22.965,67000330,104,5
崇德5街,崇德里,2015/10/20,120.226,22.976,67000320,104,1
北門路,成大里,2015/10/20,120.215,23.005,67000320,104,1
榮譽街,崇學里,2015/10/20,120.221,22.977,67000320,104,2
府安路,溪北里,2015/10/20,120.213,23.025,67000350,104,2
德光街,德光里,2015/10/20,120.222,22.981,67000320,104,1
長榮路,振興里,2015/10/20,120.222,23.006,67000340,104,4
林森路,大同里,2015/10/20,120.213,22.982,67000320,104,1
北園街,開元里,2015/10/20,120.223,23.012,67000340,104,3
崇學路,崇信里,2015/10/20,120.224,22.98,67000320,104,3
林森路,中西里,2015/10/20,120.224,22.989,67000320,104,2
開山路,銀同里,2015/10/20,120.208,22.988,67000370,104,2
林森路,崇誨里,2015/10/20,120.224,22.99,67000320,104,4
東門路,自強里,2015/10/20,120.225,22.984,67000320,104,3
立德十路,大德里,2015/10/20,120.215,22.978,67000320,104,2
中華路,成功里,2015/10/20,120.23,23.015,67000310,104,1
仁和路,仁和里,2015/10/20,120.233,22.972,67000320,104,4
東橋路,東橋里,2015/10/20,120.232,23.02,67000310,104,2
中正路,鹽行里,2015/10/20,120.246,23.034,67000310,104,1
文賢路,文成里,2015/10/20,120.194,23.004,67000340,104,3
新慶街,再興里,2015/10/20,120.193,22.98,67000330,104,2
國安街,海佃里,2015/10/20,120.185,23.022,67000350,104,7
平通路,華平里,2015/10/20,120.173,22.993,67000360,104,1
中華南路,建南里,2015/10/20,120.192,22.962,67000330,104,3
長安街,安西里,2015/10/20,120.174,23.162,67000120,104,1
喜樹路,喜北里,2015/10/20,120.18,22.946,67000330,104,5
復華六街,復國里,2015/10/20,120.247,23.012,67000310,104,1
怡平路,建平里,2015/10/20,120.181,22.993,67000360,104,1
復興路,建國里,2015/10/20,120.248,22.999,67000310,104,1
新建路,光明里,2015/10/20,120.185,22.97,67000330,104,1
健康三街,平通里,2015/10/20,120.169,22.994,67000360,104,3
中正路,後壁里,2015/10/20,120.249,22.94,67000270,104,1
國安街,國安里,2015/10/20,120.183,23.021,67000350,104,6
武聖路,光賢里,2015/10/20,120.191,23.006,67000370,104,3
民權路,藥王里,2015/10/20,120.191,22.998,67000370,104,2
灣裡路,興農里,2015/10/20,120.182,22.927,67000330,104,1
灣裡路,永寧里,2015/10/20,120.182,22.928,67000330,104,1
明興路,喜東里,2015/10/20,120.183,22.944,67000330,104,2
四維路,埔園里,2015/10/20,120.252,23.034,67000310,104,1
金華路,府南里,2015/10/20,120.191,22.982,67000330,104,4
中華南路,南都里,2015/10/20,120.187,22.962,67000330,104,2
文化路,網寮里,2015/10/20,120.256,23.015,67000310,104,1
國安街,幸福里,2015/10/20,120.189,23.022,67000350,104,4
新興路,田寮里,2015/10/20,120.191,22.976,67000330,104,3
龍潭里,龍潭里,2015/10/20,120.266,23.03,67000310,104,1
六合路,六合里,2015/10/20,120.231,23.011,67000310,104,2
郡平路,育平里,2015/10/20,120.167,22.989,67000360,104,2
文賢路,文元里,2015/10/20,120.194,23.01,67000340,104,3
民族路,赤嵌里,2015/10/20,120.207,22.995,67000370,104,2
大興街,大港里,2015/10/20,120.183,23.009,67000340,104,2
勝華街,勝利里,2015/10/20,120.233,23.007,67000310,104,4
頂安街,頂安里,2015/10/20,120.206,23.043,67000350,104,1
和緯路,西湖里,2015/10/20,120.186,23.007,67000370,104,1
大灣二街,東灣里,2015/10/20,120.267,23.002,67000310,104,1
府前路,萬昌里,2015/10/20,120.204,22.989,67000370,104,2
明興路,建南里,2015/10/20,120.186,22.956,67000330,104,1
忠義路,進學里,2015/10/20,120.203,22.994,67000370,104,2
東成街,虎尾里,2015/10/20,120.235,22.98,67000320,104,1
新美街,天后里,2015/10/20,120.201,22.998,67000370,104,1
中華路,勝利里,2015/10/20,120.235,23.004,67000310,104,3
育平路,育平里,2015/10/20,120.167,22.988,67000360,104,2
西門路,天后里,2015/10/20,120.198,22.977,67000370,104,6
保學ㄧ街,仁德里,2015/10/20,120.236,22.919,67000270,104,1
大德街,新昌里,2015/10/20,120.196,22.988,67000330,104,2
利東街,仁和里,2015/10/20,120.236,22.969,67000320,104,3
國華街,新昌里,2015/10/20,120.196,22.985,67000330,104,3
裕農路,關聖里,2015/10/20,120.236,22.989,67000320,104,1
建東街,後甲里,2015/10/20,120.238,22.991,67000320,104,2
中興街,中興里,2015/10/20,120.24,23.007,67000310,104,1
新民街,鹽行里,2015/10/20,120.242,23.04,67000310,104,1
復華十街,復華里,2015/10/20,120.244,23.016,67000310,104,1
玉成里,玉成里,2015/10/20,120.131,23.138,67000150,104,2
健民街,廣州里,2015/10/20,120.195,22.984,67000330,104,1
裕和三街,關聖里,2015/10/20,120.246,22.987,67000320,104,1
海安路,保安里,2015/10/20,120.196,22.993,67000370,104,1
育樂街,成大里,2015/10/20,120.216,22.996,67000320,104,4
小崙里,小崙里,2015/10/20,120.516,23.052,67000250,104,1
安和路,新順里,2015/10/21,120.216,23.042,67000350,104,3
崇德路,德光里,2015/10/21,120.219,22.98,67000320,104,2
開元路,振興里,2015/10/21,120.22,23.007,67000340,104,1
安昌街,塭南里,2015/10/21,120.22,23.072,67000350,104,1
裕農路,南聖里,2015/10/21,120.241,22.989,67000320,104,4
東豐路,仁愛里,2015/10/21,120.221,23.003,67000340,104,3
安寧街,溪墘里,2015/10/21,120.193,23.025,67000350,104,1
中華東路,崇明里,2015/10/21,120.219,22.973,67000320,104,2
府前路,民主里,2015/10/21,120.193,22.991,67000370,104,1
忠義街,中華里,2015/10/21,120.236,23.0,67000310,104,2
北園街,新勝里,2015/10/21,120.223,23.01,67000340,104,3
南台街,尚頂里,2015/10/21,120.223,23.022,67000310,104,1
裕學路,復興里,2015/10/21,120.236,22.985,67000320,104,1
本原街,溪心里,2015/10/21,120.185,23.056,67000350,104,1
富農街,自強里,2015/10/21,120.235,22.983,67000320,104,1
東門路,新東里,2015/10/21,120.223,22.985,67000320,104,3
北門路,光武里,2015/10/21,120.217,23.012,67000340,104,4
永成路,府南里,2015/10/21,120.195,22.971,67000330,104,5
健康一街,文平里,2015/10/21,120.18,22.985,67000360,104,1
中正路,正強里,2015/10/21,120.254,23.031,67000310,104,5
沙田里,沙田里,2015/10/21,120.496,23.114,67000230,104,1
民族路,三合里,2015/10/21,120.196,22.999,67000370,104,1
永華八街,華平里,2015/10/21,120.173,22.994,67000360,104,1
永二街,二王里,2015/10/21,120.248,23.02,67000310,104,1
東門路,東門里,2015/10/21,120.214,22.988,67000320,104,1
大同路,大同里,2015/10/21,120.215,22.971,67000320,104,8
立德一路,大福里,2015/10/21,120.215,22.975,67000320,104,2
國華街,復國里,2015/10/21,120.247,23.014,67000310,104,4
立德七路,大福里,2015/10/21,120.215,22.977,67000320,104,2
復華八街,復華里,2015/10/21,120.246,23.015,67000310,104,2
文賢一路,文元里,2015/10/21,120.195,23.011,67000340,104,2
公園路,正風里,2015/10/21,120.215,23.017,67000340,104,2
安豐六街,新順里,2015/10/21,120.215,23.047,67000350,104,1
永安路,鹽行里,2015/10/21,120.244,23.046,67000310,104,1
富農路,關聖里,2015/10/21,120.235,22.982,67000320,104,1
中正路,一甲里,2015/10/21,120.255,22.978,67000270,104,1
仁東街,仁和里,2015/10/21,120.235,22.97,67000320,104,2
新興路,國宅里,2015/10/21,120.187,22.975,67000330,104,1
鹽埕路,日新里,2015/10/21,120.19,22.971,67000330,104,1
文南路,文華里,2015/10/21,120.19,22.987,67000330,104,1
裕農路,富裕里,2015/10/21,120.227,22.986,67000320,104,3
東安路,東安里,2015/10/21,120.227,22.995,67000320,104,1
大仁街,民生里,2015/10/21,120.192,22.991,67000370,104,1
德興路,明興里,2015/10/21,120.192,22.965,67000330,104,3
金華路,明亮里,2015/10/21,120.19,22.97,67000330,104,2
府安路,溪頂里,2015/10/21,120.199,23.023,67000350,104,2
小東路,東興里,2015/10/21,120.228,23.0,67000340,104,1
成功二街,成功里,2015/10/21,120.229,22.956,67000270,104,1
東興路,小東里,2015/10/21,120.23,22.998,67000320,104,2
東興路,東光里,2015/10/21,120.229,22.993,67000320,104,2
東寧路,裕農里,2015/10/21,120.23,22.989,67000320,104,2
裕農路,裕農里,2015/10/21,120.23,22.987,67000320,104,5
金華路,國宅里,2015/10/21,120.191,22.977,67000330,104,1
裕豐街,富裕里,2015/10/21,120.227,22.985,67000320,104,2
崇道路,崇成里,2015/10/21,120.227,22.972,67000320,104,2
中華西街,安康里,2015/10/21,120.226,23.015,67000310,104,2
仁和路,德高里,2015/10/21,120.235,22.968,67000320,104,1
德興路,建南里,2015/10/21,120.193,22.96,67000330,104,1
振興路,五王里,2015/10/21,120.234,23.012,67000310,104,1
中正路,新達里,2015/10/21,120.188,23.243,67000130,104,1
開南街,力行里,2015/10/21,120.225,23.006,67000340,104,2
南園街,力行里,2015/10/21,120.225,23.008,67000340,104,10
勝利街,勝利里,2015/10/21,120.233,23.004,67000310,104,2
裕農路,富強里,2015/10/21,120.233,22.988,67000320,104,2
鹽行路,鹽洲里,2015/10/21,120.232,23.042,67000310,104,2
中華路,六合里,2015/10/21,120.232,23.011,67000310,104,1
大橋三街,西橋里,2015/10/21,120.225,23.018,67000310,104,8
中正南路,鹽行里,2015/10/21,120.225,23.03,67000310,104,1
中華二路,六合里,2015/10/21,120.232,23.008,67000310,104,1
東安路,東明里,2015/10/21,120.226,22.992,67000320,104,2
海佃路,溪墘里,2015/10/21,120.192,23.024,67000350,104,1
中華南路,南華里,2015/10/21,120.186,22.962,67000330,104,1
大灣路,崑山里,2015/10/21,120.255,22.999,67000310,104,1
同安路,海東里,2015/10/21,120.191,23.041,67000350,104,1
臨安路,和順里,2015/10/21,120.201,23.004,67000340,104,1
文成五街,成德里,2015/10/21,120.203,23.018,67000340,104,2
富強路,新樹里,2015/10/21,120.274,23.026,67000310,104,1
忠義路,赤嵌里,2015/10/21,120.204,22.997,67000370,104,2
小新里,小新里,2015/10/21,120.312,23.129,67000190,104,1
永福路,建國里,2015/10/21,120.201,22.994,67000370,104,1
平通路,平通里,2015/10/21,120.17,22.994,67000360,104,1
建國街,護國里,2015/10/21,120.309,23.038,67000180,104,2
中華南路,大忠里,2015/10/21,120.209,22.969,67000330,104,2
西門路,成德里,2015/10/21,120.208,23.011,67000340,104,2
樹林街,五妃里,2015/10/21,120.205,22.986,67000370,104,1
安平路,港仔里,2015/10/21,120.165,23.0,67000360,104,3
公園北路,興南里,2015/10/21,120.208,23.005,67000340,104,1
大埔街,郡王里,2015/10/21,120.208,22.987,67000370,104,3
大同街,中央里,2015/10/21,120.307,23.034,67000180,104,3
樹林街,郡王里,2015/10/21,120.208,22.986,67000370,104,2
太平街,太平里,2015/10/21,120.306,23.039,67000180,104,1
中正路,玉井里,2015/10/21,120.461,23.124,67000230,104,2
育成路,成德里,2015/10/21,120.207,23.018,67000340,104,1
北華街,三德里,2015/10/21,120.205,23.001,67000340,104,2
大成路,明德里,2015/10/21,120.202,22.975,67000330,104,1
崙頂街,崙頂里,2015/10/21,120.297,22.959,67000280,104,1
國華街,水仙里,2015/10/21,120.198,22.996,67000370,104,2
育平九街,平通里,2015/10/21,120.168,22.996,67000360,104,2
東門路,大同里,2015/10/21,120.212,22.989,67000320,104,2
公園南路,長德里,2015/10/21,120.205,23.002,67000340,104,1
育德路,和順里,2015/10/21,120.203,23.006,67000340,104,1
府安路,海南里,2015/10/21,120.17,23.007,67000350,104,2
豐榮里,豐榮里,2015/10/21,120.302,23.028,67000180,104,1
安興街,公塭里,2015/10/21,120.163,23.069,67000350,104,1
城西街,城南里,2015/10/21,120.114,23.058,67000350,104,1
西華街,公園里,2015/10/21,120.211,22.999,67000340,104,2
仁愛街,玉田里,2015/10/21,120.467,23.122,67000230,104,2
成功路,五福里,2015/10/21,120.202,22.999,67000340,104,1
民族路,玉田里,2015/10/21,120.466,23.124,67000230,104,1
永大路,西灣里,2015/10/21,120.263,23.011,67000310,104,1
文化路,安西里,2015/10/21,120.171,23.163,67000120,104,1
公園南路,和順里,2015/10/21,120.202,23.003,67000340,104,1
民德路,成德里,2015/10/21,120.202,23.006,67000340,104,1
礁坑里,礁坑里,2015/10/21,120.362,23.042,67000180,104,2
成功路,公園里,2015/10/21,120.209,22.998,67000340,104,1
西賢六街,西賢里,2015/10/21,120.172,23.001,67000370,104,1
自強街,五福里,2015/10/21,120.203,23.001,67000340,104,1
樹林街,泉南里,2015/10/21,120.203,22.986,67000320,104,1
大同街,北灣里,2015/10/21,120.266,23.013,67000310,104,1
文賢街,北灣里,2015/10/21,120.268,23.012,67000310,104,1
松腳里,松腳里,2015/10/21,120.342,22.958,67000290,104,1
關新路,埤頭里,2015/10/22,120.309,22.993,67000290,104,1
興隆路,建南里,2015/10/22,120.191,22.959,67000330,104,1
育平八街,平通里,2015/10/22,120.166,22.994,67000360,104,1
玉豐里,玉豐里,2015/10/22,120.415,23.379,67000030,104,1
開南街,重興里,2015/10/22,120.227,23.005,67000340,104,1
中華東路,自強里,2015/10/22,120.224,22.975,67000320,104,7
富農街,復興里,2015/10/22,120.235,22.981,67000320,104,1
德光街,龍山里,2015/10/22,120.224,22.982,67000320,104,1
光華路,光文里,2015/10/22,120.303,23.135,67000190,104,1
南門路,大南里,2015/10/22,120.204,22.984,67000370,104,1
崇善六街,崇善里,2015/10/22,120.232,22.974,67000320,104,1
東門路,崇信里,2015/10/22,120.228,22.982,67000320,104,2
富農街,虎尾里,2015/10/22,120.234,22.98,67000320,104,2
永福路,永福里,2015/10/22,120.202,22.996,67000370,104,2
安北路,海頭里,2015/10/22,120.163,23.003,67000360,104,1
保學路,保安里,2015/10/22,120.235,22.92,67000270,104,1
惠南街,金華里,2015/10/22,120.188,22.98,67000330,104,1
勝學路,勝利里,2015/10/22,120.231,23.005,67000310,104,1
安富街,溪墘里,2015/10/22,120.192,23.026,67000350,104,1
安中路,梅花里,2015/10/22,120.188,23.046,67000350,104,5
育德三街,成德里,2015/10/22,120.202,23.015,67000340,104,1
府安路,幸福里,2015/10/22,120.192,23.02,67000350,104,1
東門路,和平里,2015/10/22,120.234,22.978,67000320,104,1
崇明十三街,崇德里,2015/10/22,120.225,22.974,67000320,104,2
成功路,五王里,2015/10/22,120.233,23.01,67000310,104,2
文賢路,大和里,2015/10/22,120.193,23.016,67000340,104,3
育德路,成德里,2015/10/22,120.206,23.012,67000340,104,1
海佃路,佃西里,2015/10/22,120.191,23.027,67000350,104,1
立德二路,大福里,2015/10/22,120.216,22.975,67000320,104,1
平等街,鎮山里,2015/10/22,120.179,23.157,67000120,104,1
復國一路,復國里,2015/10/22,120.246,23.01,67000310,104,2
復華七街,復華里,2015/10/22,120.246,23.014,67000310,104,1
文平路,怡平里,2015/10/22,120.179,22.994,67000360,104,1
府緯街,新昌里,2015/10/22,120.196,22.984,67000330,104,1
大智路,玉田里,2015/10/22,120.465,23.123,67000230,104,1
北興路,北灣里,2015/10/22,120.265,23.014,67000310,104,1
東平路,東光里,2015/10/22,120.23,22.995,67000320,104,1
公園路,興南里,2015/10/22,120.21,23.003,67000340,104,1
安平路,平安里,2015/10/22,120.177,22.998,67000360,104,1
國光五街,崑山里,2015/10/22,120.259,23.006,67000310,104,1
大同路,新生里,2015/10/22,120.213,22.979,67000330,104,1
力行街,力行里,2015/10/22,120.229,23.008,67000340,104,1
大同路,開山里,2015/10/22,120.211,22.987,67000370,104,1
府前路,小西里,2015/10/22,120.2,22.99,67000370,104,1
永華路,民生里,2015/10/22,120.173,22.991,67000370,104,1
青年路,青年里,2015/10/22,120.212,22.992,67000370,104,1
海安路,郡西里,2015/10/22,120.195,22.989,67000370,104,1
文成三路,成德里,2015/10/22,120.205,23.017,67000340,104,1
